company_id,industry_sector,listing_status,credit_rating_band,audit_going_concern_flag,years_in_operation,num_employees,debt_to_equity_ratio,current_ratio,interest_coverage_ratio,revenue_growth_pct,net_profit_margin_pct,working_capital_to_assets_ratio,macroeconomic_interest_rate_pct,distress_risk_category
913,Retail,Private,Speculative,,5.1,815,1.57,2.41,3.99,-0.69,-18.474915013356053,0.272,14.89,Distressed
914,Energy,Private,High Risk,,9.3,367,0.83,1.98,6.5,-0.58,-2.055445294527088,0.208,7.61,Healthy
915,Construction,Public,Investment Grade,No,20.7,61,0.23,2.11,-4.76,-8.05,10.265239253798827,0.081,15.65,Distressed
916,Manufacturing,Public,High Risk,No,12.0,203,0.73,1.66,3.67,-3.19,11.182181217882967,0.025,13.82,Healthy
917,Energy,Private,Investment Grade,,22.7,407,0.71,1.18,2.59,-3.44,9.221443629171535,-0.056,17.17,Healthy
918,Technology,Private,Speculative,,16.6,361,0.32,1.13,10.58,9.9,12.717223782413303,-0.022,15.98,Healthy
919,Retail,Private,Investment Grade,,1.4,483,0.51,2.01,6.14,5.15,-1.0595028888352083,0.181,7.76,Healthy
920,Energy,Private,Speculative,,20.2,470,3.18,2.08,10.31,-0.09,4.5255103565066666,0.258,14.86,Healthy
921,Energy,Public,High Risk,No,11.0,259,1.03,1.87,-3.75,10.58,,0.142,10.91,Healthy
922,Energy,Private,Investment Grade,,18.6,362,0.98,2.06,-8.58,3.81,1.047099065783236,0.303,16.83,Healthy
923,Construction,Private,Investment Grade,,2.2,521,0.75,0.33,4.58,13.19,15.06730262458409,-0.168,12.45,Healthy
924,Retail,Private,Investment Grade,,12.5,111,2.76,1.58,11.63,7.0,-3.236459637989629,0.066,12.23,Watch
925,Retail,Private,High Risk,,27.4,287,0.46,0.83,6.51,0.48,-2.0734149874223853,-0.022,14.02,Watch
926,Construction,Private,Speculative,,5.8,527,3.19,3.28,2.28,4.3,9.751835499646905,0.522,15.77,Healthy
927,Manufacturing,Private,Investment Grade,,16.9,55,2.8,0.46,6.54,17.49,17.540282754477204,-0.067,15.45,Healthy
928,Manufacturing,Public,Speculative,No,9.8,198,0.48,0.17,2.77,11.69,-1.859858653879372,-0.08,15.79,Healthy
929,Energy,Private,Speculative,,3.0,144,1.92,1.23,4.83,-1.98,25.021716518714562,0.028,15.48,Healthy
930,Manufacturing,Private,High Risk,,1.4,667,1.96,1.97,1.07,8.59,3.649400872470454,0.159,14.52,Healthy
931,Manufacturing,Private,Investment Grade,,8.2,144,1.27,2.29,5.84,11.41,8.253368948790387,0.222,15.03,Healthy
932,Retail,Public,Investment Grade,No,12.2,355,0.2,1.52,-3.64,-10.39,8.178805334862663,0.078,10.55,Watch
933,Technology,Public,High Risk,No,5.1,151,4.53,1.09,10.78,-2.61,-1.101440183522472,0.014,15.96,Distressed
934,Manufacturing,Private,Speculative,,17.1,93,2.22,1.17,7.09,-9.49,15.164719424067494,0.02,11.86,Healthy
935,Technology,Private,High Risk,,18.2,726,0.47,0.91,9.4,1.18,0.8197500167057719,0.006,12.59,Healthy
936,Energy,Private,Speculative,,19.5,327,0.89,1.58,0.25,10.72,-0.6967400847607799,0.084,11.36,Healthy
937,Retail,Private,Investment Grade,,10.0,170,2.09,1.63,4.13,8.35,17.875872910982977,0.075,15.55,Healthy
938,Energy,Private,Investment Grade,,13.5,109,2.44,1.82,-8.56,2.47,11.398887543437212,0.094,16.74,Healthy
939,Retail,Private,Speculative,,4.4,298,2.97,1.69,-2.21,-0.85,5.4083653310453474,0.093,12.5,Distressed
940,Technology,Private,High Risk,,8.3,251,2.57,1.25,-0.48,-3.29,23.13927453238788,0.079,12.45,Watch
941,Construction,Private,Speculative,,19.1,69,2.43,0.89,9.22,14.37,-14.272756007745112,-0.046,14.84,Healthy
942,Construction,Private,Speculative,,17.0,242,0.41,1.78,2.99,-0.59,-1.9569158523023775,0.227,12.72,Healthy
943,Retail,Public,High Risk,No,7.7,410,0.21,1.73,-1.52,3.44,4.939542102537724,0.112,13.57,Healthy
944,Energy,Private,Speculative,,2.7,467,0.91,0.93,-2.37,2.64,-6.710197671335049,-0.025,15.59,Healthy
945,Retail,Public,Speculative,No,50.6,116,2.06,0.7,1.52,23.98,-6.708983435991055,-0.017,8.33,Watch
946,Manufacturing,Public,Investment Grade,No,13.6,148,0.1,0.1,9.87,9.38,-3.7264698322628327,-0.137,12.84,Healthy
947,Retail,Private,Investment Grade,,41.5,89,0.18,2.56,5.18,2.64,13.745962621643823,0.223,14.97,Healthy
948,Construction,Private,Speculative,,14.3,227,2.83,1.75,5.55,7.47,10.984324233510996,0.203,15.69,Watch
949,Technology,Private,Investment Grade,,4.9,180,1.02,1.65,-0.57,-0.6,0.8682738513404349,0.167,13.3,Watch
950,Energy,Private,Speculative,,26.9,521,0.82,0.98,-0.31,1.13,12.717197505846556,0.015,16.0,Healthy
951,Retail,Public,Investment Grade,No,3.4,53,0.72,1.69,16.17,2.28,9.503496979716362,0.162,12.81,Healthy
952,Technology,Private,Investment Grade,,16.2,369,0.94,1.6,6.57,16.68,3.2447643686702596,0.067,14.43,Healthy
953,Technology,Private,Speculative,,29.2,177,1.85,1.76,2.33,2.48,13.636298768097308,0.115,12.56,Healthy
954,Energy,Private,Investment Grade,,43.4,341,2.27,1.72,10.71,3.87,10.722694433435084,0.11,10.58,Healthy
955,Energy,Private,High Risk,,1.8,256,0.83,2.18,3.58,12.13,1.449788516736577,0.072,12.95,Healthy
956,Manufacturing,Private,Investment Grade,,14.9,210,2.47,1.67,10.1,11.33,8.862663873077578,0.165,15.36,Healthy
957,Manufacturing,Private,Speculative,,13.0,110,1.9,2.58,1.84,9.21,8.527139689213104,0.339,15.61,Healthy
958,Technology,Private,Investment Grade,,16.7,146,0.07,1.43,-2.05,3.08,10.765479077511184,0.084,12.64,Watch
959,Retail,Private,Investment Grade,,33.8,255,1.01,1.66,4.43,1.67,30.18487226971076,0.089,11.69,Healthy
960,Technology,Private,Speculative,,17.3,127,2.31,1.69,10.36,-5.01,8.580350633648045,0.133,11.31,Healthy
961,Manufacturing,Private,Speculative,,4.4,282,1.01,1.85,14.48,3.81,10.679376793216203,0.267,14.52,Healthy
962,Manufacturing,Private,Investment Grade,,1.9,303,1.11,0.73,8.15,10.25,6.039271388136583,-0.057,12.9,Healthy
963,Construction,Private,Investment Grade,,11.4,385,0.84,1.81,0.77,19.55,8.66551303746437,0.145,12.37,Healthy
964,Retail,Public,Speculative,No,14.9,25,3.08,1.1,4.62,8.27,,0.106,12.32,Distressed
965,Manufacturing,Private,Speculative,,8.8,128,0.76,2.31,7.93,6.22,-0.6832675648557851,0.312,15.42,Watch
966,Energy,Private,High Risk,,7.2,272,0.67,1.51,3.66,4.86,12.211159041859814,-0.003,12.22,Watch
967,Retail,Public,Investment Grade,No,16.9,259,0.09,0.95,-2.78,-4.36,1.1248644370142706,-0.048,11.78,Watch
968,Manufacturing,Private,Investment Grade,,24.1,388,3.75,1.63,-0.16,13.75,18.099254411570683,0.097,12.41,Healthy
969,Manufacturing,Public,Investment Grade,No,1.9,378,0.86,1.61,8.34,15.89,8.447814138841045,0.087,13.72,Healthy
970,Construction,Private,Investment Grade,,14.5,200,1.94,1.9,4.62,-3.5,-5.7642394821734015,0.168,14.28,Healthy
971,Retail,Private,Speculative,,11.6,64,1.28,0.1,7.16,-5.38,-3.163869648386477,-0.13,12.91,Healthy
972,Technology,Private,High Risk,,11.8,167,0.9,2.4,-2.85,5.57,9.476073384549784,0.362,15.34,Healthy
973,Technology,Private,Speculative,,6.1,725,2.27,1.12,-1.23,6.08,7.251242993104574,0.018,12.54,Watch
974,Construction,Private,Investment Grade,,12.8,149,0.63,2.33,3.91,6.31,14.570336472027774,0.358,17.67,Healthy
975,Construction,Private,High Risk,,24.1,176,0.97,2.13,9.38,14.75,12.483803663542744,0.234,11.68,Healthy
976,Technology,Private,Speculative,,12.4,340,1.91,0.54,5.98,-0.15,21.627754035266648,-0.158,10.28,Healthy
977,Energy,Private,High Risk,,4.8,106,1.42,2.63,-0.36,4.73,1.6546409929035661,0.274,13.92,Healthy
978,Technology,Private,Investment Grade,,28.6,153,2.37,0.36,3.71,8.6,-12.184416370889114,-0.101,10.26,Healthy
979,Retail,Public,Investment Grade,No,2.4,55,1.61,0.94,10.49,-9.06,0.7908208838047024,-0.014,15.4,Healthy
980,Technology,Private,Speculative,,16.1,218,0.84,2.0,-0.51,0.11,-11.048207376717244,0.09,12.72,Watch
981,Technology,Private,High Risk,,9.1,845,1.79,1.94,2.44,13.07,-5.443662949202825,0.241,13.65,Watch
982,Manufacturing,Public,High Risk,No,9.6,304,2.33,0.83,2.29,21.6,11.345892251910161,-0.036,15.02,Distressed
983,Energy,Private,Investment Grade,,15.4,544,1.68,0.82,-2.06,-0.09,0.38388101865381774,-0.03,13.64,Watch
984,Construction,Private,High Risk,,7.4,770,0.78,1.05,6.61,9.7,-6.380578711935733,-0.02,10.68,Watch
985,Energy,Public,High Risk,No,5.6,119,0.23,0.62,4.59,16.12,12.184272399030663,-0.019,15.01,Healthy
986,Retail,Public,Investment Grade,No,4.2,510,2.71,2.35,0.85,-7.73,11.316193940628402,0.182,12.79,Distressed
987,Construction,Public,Speculative,No,3.6,186,2.12,2.19,6.48,8.95,,0.226,16.91,Healthy
988,Manufacturing,Private,Investment Grade,,17.5,457,0.98,1.73,-3.88,6.91,6.3464149279402875,0.065,16.89,Distressed
989,Technology,Private,Investment Grade,,7.3,94,1.52,2.92,-3.05,7.81,1.989259808549555,0.295,14.62,Healthy
990,Retail,Public,High Risk,No,16.7,358,0.49,1.09,5.69,-6.67,0.5942280842211067,0.033,13.66,Watch
991,Energy,Public,Investment Grade,No,3.2,269,1.58,1.1,15.97,-0.46,14.919336856583381,0.01,14.67,Healthy
992,Retail,Private,Investment Grade,,12.1,747,0.75,0.82,3.39,-0.91,28.031543464193916,-0.028,13.46,Healthy
993,Retail,Private,Investment Grade,,19.0,108,0.71,0.97,2.97,-5.74,18.109284810218107,-0.0,16.01,Healthy
994,Construction,Private,Investment Grade,,12.0,733,0.51,2.34,14.37,-6.11,8.224523115456304,0.222,13.47,Healthy
995,Technology,Public,Investment Grade,No,12.3,628,2.02,1.2,8.48,-1.11,15.100899837244075,0.013,11.46,Healthy
996,Retail,Private,Investment Grade,,5.0,579,0.87,0.88,8.14,-4.56,-1.5820009516551616,-0.015,12.92,Watch
997,Energy,Private,Investment Grade,,18.0,204,1.5,1.22,1.03,5.09,-4.870118755089532,0.07,13.08,Healthy
998,Technology,Private,High Risk,,6.2,229,1.06,1.89,5.17,21.12,-5.109318690817455,0.093,13.12,Healthy
999,Technology,Public,Investment Grade,No,3.3,325,2.63,2.43,3.38,-5.16,8.315165496506056,0.291,14.64,Healthy
1000,Manufacturing,Public,Investment Grade,No,13.1,511,1.48,1.03,1.74,9.12,0.06141941944951945,0.028,14.51,Healthy
1001,Construction,Private,Investment Grade,,13.0,378,1.15,1.5,19.73,5.83,15.559949725243436,0.009,15.78,Healthy
1002,Energy,Private,Speculative,,5.4,97,1.44,2.74,5.91,15.45,2.420704704267662,0.243,15.24,Healthy
1003,Energy,Private,Speculative,,22.0,110,0.37,1.05,-2.57,15.71,2.6437851768975977,0.022,13.89,Healthy
1004,Manufacturing,Private,Speculative,,6.0,256,0.8,1.08,6.8,6.12,14.69271020924966,0.012,16.75,Healthy
1005,Energy,Private,Speculative,,17.8,44,0.41,0.84,3.45,-8.85,4.015319663527953,-0.088,7.82,Healthy
1006,Technology,Public,Investment Grade,No,30.3,603,0.67,1.62,-5.82,2.12,-6.738154339207057,0.123,15.04,Watch
1007,Manufacturing,Public,Investment Grade,No,12.0,490,0.6,1.06,3.78,3.63,23.580816413417214,-0.022,12.55,Healthy
1008,Manufacturing,Private,Speculative,,13.2,23,0.26,1.59,1.12,1.88,2.8217730632661064,0.204,10.94,Healthy
1009,Energy,Private,Investment Grade,,5.8,205,4.04,2.23,-4.44,15.86,-6.381816542390002,0.269,11.83,Distressed
1010,Construction,Private,Investment Grade,,11.6,217,1.37,1.0,5.2,-8.65,6.32443246180962,0.014,13.56,Healthy
1011,Energy,Private,Speculative,,17.3,122,1.13,2.02,-0.01,4.1,17.19187742551196,0.125,12.51,Healthy
1012,Technology,Private,Speculative,,11.0,233,2.18,1.91,9.69,9.96,-0.7289376647820962,0.145,16.59,Healthy
1013,Technology,Public,Investment Grade,No,13.1,82,0.4,1.38,3.73,-3.42,5.966236095780828,0.074,15.42,Watch
1014,Retail,Private,High Risk,,5.9,67,1.05,1.1,6.89,8.94,5.0179532934378965,0.066,18.08,Distressed
1015,Retail,Public,Investment Grade,No,8.3,422,0.97,1.53,2.78,-6.62,20.212159787747915,0.068,15.2,Healthy
1016,Manufacturing,Public,Speculative,No,5.0,111,0.65,1.27,1.3,12.0,8.242617737344082,0.05,15.12,Healthy
1017,Construction,Public,Speculative,No,11.0,519,2.26,1.4,4.56,9.27,,0.083,11.76,Watch
1018,Construction,Private,Investment Grade,,9.2,471,0.48,0.81,13.17,3.34,7.614876932681986,-0.019,12.16,Healthy
1019,Technology,Public,Speculative,No,5.7,282,0.83,1.4,-5.54,4.72,8.93765934601556,0.19,14.36,Distressed
1020,Technology,Private,Speculative,,20.6,1032,1.51,2.15,9.53,28.88,-4.5889160827861115,0.245,12.9,Healthy
1021,Energy,Private,Investment Grade,,5.3,135,0.17,2.1,5.05,-3.25,16.622882494850508,0.236,11.78,Healthy
1022,Energy,Private,High Risk,,30.8,312,0.49,1.99,0.15,-11.22,27.035414106944888,0.138,14.08,Healthy
1023,Retail,Private,Investment Grade,,36.1,46,1.3,1.24,9.79,18.31,5.740901570710397,0.047,12.21,Healthy
1024,Construction,Private,High Risk,,34.0,23,4.23,1.6,-0.15,-1.38,-3.2243656472392193,0.128,17.17,Distressed
1025,Retail,Public,Investment Grade,No,4.2,335,1.0,2.29,3.81,8.41,11.131779863192767,0.274,15.33,Healthy
1026,Manufacturing,Private,Investment Grade,,12.8,631,1.8,1.1,-2.14,10.12,3.562986907546039,0.039,13.52,Healthy
1027,Technology,Private,Investment Grade,,6.3,93,0.79,1.46,1.94,8.21,8.42071053756312,0.101,16.27,Watch
1028,Manufacturing,Private,Speculative,,6.4,152,0.71,2.61,6.94,-1.72,13.674748800070304,0.258,10.13,Healthy
1029,Manufacturing,Private,Speculative,,12.1,48,0.52,0.61,4.19,5.37,-2.888183803696638,-0.039,14.07,Healthy
1030,Retail,Private,Speculative,,6.5,228,1.17,1.9,5.36,11.46,5.446871477012892,0.125,15.83,Healthy
1031,Manufacturing,Private,High Risk,,21.8,376,1.28,2.26,2.93,-12.63,-4.437798060897402,0.245,8.93,Watch
1032,Technology,Public,Investment Grade,No,7.5,196,1.61,1.59,6.24,14.86,4.463089386602182,0.185,14.1,Healthy
1033,Technology,Public,Speculative,No,4.6,344,0.17,1.82,8.0,13.22,7.6856100052561445,0.143,13.24,Healthy
1034,Construction,Private,Investment Grade,,21.0,470,0.97,2.06,8.86,19.71,10.241286941478949,0.18,11.88,Healthy
1035,Retail,Private,High Risk,,6.3,285,1.46,1.26,-0.58,-14.45,10.763515902250196,0.004,12.03,Watch
1036,Construction,Public,Investment Grade,No,19.9,469,0.75,2.14,-2.23,-3.17,-5.547935034211353,0.167,13.89,Healthy
1037,Technology,Public,Speculative,No,18.8,102,3.14,1.71,7.91,10.05,-0.7594347132991031,0.156,13.07,Healthy
1038,Retail,Private,Investment Grade,,17.8,125,1.41,0.89,2.05,-4.13,11.905131259756407,-0.068,11.7,Watch
1039,Manufacturing,Public,Investment Grade,No,12.8,72,1.88,0.93,13.91,-3.1,5.98660342826159,0.02,13.04,Healthy
1040,Retail,Private,Speculative,,6.7,59,0.66,1.3,0.79,2.85,9.656923485874309,0.082,14.64,Watch
1041,Construction,Private,Investment Grade,,12.6,146,1.35,1.46,4.53,-9.54,2.7046137873415272,0.136,12.33,Healthy
1042,Retail,Public,Speculative,No,9.2,38,1.22,2.93,2.8,11.91,9.846593624675993,0.484,13.52,Healthy
1043,Manufacturing,Private,Speculative,,14.6,46,0.82,2.28,14.04,1.09,9.605516660695695,0.189,14.84,Healthy
1044,Energy,Public,Speculative,Yes,8.1,254,0.54,1.07,5.7,5.35,,0.049,14.01,Healthy
1045,Construction,Public,Speculative,No,6.9,116,1.19,1.92,8.14,9.32,-6.301281125498116,0.106,13.98,Healthy
1046,Technology,Private,Investment Grade,,4.2,168,0.89,1.36,4.78,15.05,19.063138439330665,0.037,12.89,Healthy
1047,Manufacturing,Private,Investment Grade,,4.3,227,1.24,0.94,-0.24,-0.51,2.3373250458959305,-0.016,14.82,Watch
1048,Construction,Private,Speculative,,6.9,446,1.04,1.64,-0.48,-0.0,2.399327809058278,0.073,14.29,Healthy
1049,Technology,Private,Speculative,,15.6,85,0.87,1.46,0.46,-8.98,13.93306786982236,0.064,15.29,Distressed
1050,Manufacturing,Private,Investment Grade,,10.6,168,0.82,1.61,10.05,0.79,10.72189266242809,0.117,16.94,Healthy
1051,Manufacturing,Public,High Risk,Yes,10.7,697,0.24,1.54,8.19,-17.31,2.826012844913269,0.072,12.56,Healthy
1052,Energy,Private,Investment Grade,,14.7,107,0.18,1.15,-0.29,26.43,11.650465098321625,0.018,13.34,Healthy
1053,Manufacturing,Public,Speculative,Yes,15.9,293,1.64,1.54,7.38,13.5,1.144024340873032,0.076,15.18,Watch
1054,Retail,Private,Speculative,,4.6,226,1.37,1.71,-1.42,1.4,10.733703240937743,0.149,17.47,Watch
1055,Manufacturing,Public,Speculative,No,20.9,143,2.09,2.86,5.95,-1.71,10.427570904481247,0.195,12.38,Healthy
1056,Energy,Private,High Risk,,9.7,237,0.28,1.93,17.37,9.02,-0.5287679964015393,0.113,14.38,Healthy
1057,Technology,Private,Investment Grade,,4.8,355,1.54,1.29,1.23,-0.49,-3.2662148177204635,0.077,13.33,Watch
1058,Energy,Public,High Risk,No,20.0,201,0.54,2.07,8.3,-2.4,-5.1245385599210564,0.169,16.6,Watch
1059,Manufacturing,Private,Speculative,,5.5,384,5.87,2.2,7.54,7.09,9.230510782008844,0.235,11.41,Healthy
1060,Construction,Public,Investment Grade,No,11.3,370,1.17,1.95,1.98,14.97,14.485861623501197,0.253,15.61,Healthy
1061,Technology,Private,Investment Grade,,3.2,334,0.43,2.24,9.24,15.67,7.762881771524792,0.191,13.51,Healthy
1062,Retail,Private,Investment Grade,,11.0,356,2.1,0.39,1.8,9.22,7.215457642034593,-0.084,12.5,Healthy
1063,Construction,Public,Speculative,No,25.3,593,0.51,2.03,9.27,2.56,-6.110351354658233,0.209,12.42,Healthy
1064,Retail,Public,Investment Grade,No,6.4,458,1.19,2.21,5.43,3.49,14.08407195083872,0.151,10.82,Healthy
1065,Manufacturing,Private,Speculative,,7.8,215,0.65,3.04,5.43,15.86,15.327259568970375,0.32,16.77,Healthy
1066,Technology,Public,Investment Grade,No,8.8,586,0.85,2.24,1.07,10.02,16.591630696269174,0.429,11.85,Healthy
1067,Manufacturing,Public,Investment Grade,No,20.3,177,0.14,1.94,11.57,-5.34,-0.8954620902103949,0.148,12.42,Healthy
1068,Construction,Private,Investment Grade,,33.7,57,0.25,2.61,-0.84,1.23,7.536721652749089,0.245,11.97,Healthy
1069,Technology,Private,Investment Grade,,14.8,152,1.81,2.13,5.37,-9.69,13.390094907776625,0.213,17.02,Healthy
1070,Retail,Public,Speculative,No,12.8,62,0.94,2.13,5.84,-0.47,8.736314634962902,0.137,14.04,Healthy
1071,Energy,Public,Investment Grade,No,4.7,193,0.48,1.25,7.57,1.16,17.86883852816571,0.035,15.59,Watch
1072,Technology,Private,Speculative,,5.4,598,2.72,0.67,-2.0,-3.32,10.748961832703941,-0.064,17.91,Watch
1073,Manufacturing,Private,Investment Grade,,5.4,69,0.93,1.75,7.79,1.34,-7.879128384287895,0.143,15.98,Healthy
1074,Manufacturing,Private,High Risk,,13.9,421,0.97,1.92,9.91,16.66,-6.816382111990695,0.152,12.53,Watch
1075,Manufacturing,Private,Investment Grade,,8.8,306,1.1,2.06,8.17,-6.43,19.377453502836936,0.174,14.77,Healthy
1076,Manufacturing,Private,Investment Grade,,4.3,83,0.48,2.43,10.67,1.83,-12.52830275193595,0.291,12.03,Healthy
1077,Technology,Private,Investment Grade,,6.6,791,0.53,2.51,-4.06,3.13,16.23002429224641,0.34,8.14,Healthy
1078,Energy,Public,Speculative,No,12.8,339,0.3,1.53,0.9,15.26,1.1263513619884584,0.085,12.91,Healthy
1079,Technology,Private,Investment Grade,,16.2,168,0.31,2.33,-1.54,4.06,6.251785284902004,0.243,12.75,Healthy
1080,Technology,Private,Speculative,,16.6,213,1.05,1.4,-3.53,-5.32,23.3527868259792,0.111,15.41,Healthy
1081,Construction,Private,Investment Grade,,5.4,600,0.88,1.67,24.29,-8.73,23.191697021869775,0.157,12.19,Healthy
1082,Construction,Public,Investment Grade,No,2.8,273,1.21,1.83,7.76,1.53,6.143097828528807,0.152,16.28,Healthy
1083,Manufacturing,Private,Investment Grade,,2.5,769,0.93,2.06,7.2,-2.52,5.870796466243414,0.151,11.4,Watch
1084,Construction,Private,High Risk,,19.3,451,2.3,1.34,9.35,17.48,2.5397641137029323,0.035,12.72,Distressed
1085,Technology,Private,Investment Grade,,21.6,134,0.79,1.21,7.41,13.11,18.68577240702499,0.051,12.23,Healthy
1086,Energy,Private,Investment Grade,,16.7,492,1.53,2.01,-0.31,10.24,6.813608764788058,0.208,13.97,Healthy
1087,Manufacturing,Private,Speculative,,24.8,204,0.51,3.09,1.96,-5.37,0.38493853533193345,0.337,13.33,Healthy
1088,Retail,Private,Investment Grade,,19.3,60,0.74,1.77,2.81,-1.5,0.3705902138326884,0.199,10.4,Healthy
1089,Energy,Private,Investment Grade,,7.3,47,4.65,2.71,8.91,7.82,-0.011036990840415761,0.309,14.24,Watch
1090,Technology,Public,Speculative,No,8.6,459,4.75,0.84,5.49,2.04,18.25255580272665,0.008,12.39,Distressed
1091,Manufacturing,Private,Speculative,,8.5,291,0.32,1.28,7.56,-2.33,0.3794589042839256,0.037,15.08,Healthy
1092,Retail,Private,Investment Grade,,19.7,298,0.65,0.88,-0.45,-9.16,12.527811421786787,0.018,17.72,Healthy
1093,Technology,Private,Speculative,,8.4,120,4.42,1.53,8.61,21.85,-13.234064610459964,0.072,13.18,Watch
1094,Retail,Private,Speculative,,28.8,88,0.98,2.79,9.66,-15.72,2.5489624407533076,0.31,12.55,Healthy
1095,Energy,Private,Speculative,,8.8,155,5.6,1.75,0.62,8.16,5.913171174108805,0.075,12.66,Watch
1096,Construction,Private,Speculative,,12.4,292,0.66,1.71,0.44,-4.27,2.8134779574762523,0.146,12.7,Healthy
1097,Manufacturing,Private,High Risk,,6.2,47,1.37,2.21,5.59,-6.79,-7.567839587117559,0.163,15.58,Healthy
1098,Construction,Private,Investment Grade,,13.7,387,3.23,1.96,8.4,1.28,17.294861973395616,0.23,12.58,Watch
1099,Manufacturing,Private,Investment Grade,,8.2,266,2.95,1.04,-2.28,20.16,2.675011160063239,0.056,14.22,Watch
1100,Construction,Private,Investment Grade,,3.5,129,1.01,0.1,5.2,3.73,3.623775920998883,-0.23,12.22,Healthy
1101,Construction,Private,Speculative,,1.2,153,0.66,1.23,8.85,-4.88,-9.273363589026358,0.098,14.84,Healthy
1102,Energy,Private,Speculative,,6.0,163,2.04,2.19,2.06,-3.4,1.0856990086588203,0.173,15.76,Distressed
1103,Retail,Private,Investment Grade,,9.2,10,2.54,1.27,4.24,3.34,6.269066897066605,0.007,12.94,Distressed
1104,Manufacturing,Public,Investment Grade,No,21.4,273,0.36,0.7,2.92,19.13,-6.130688528851051,-0.021,14.63,Healthy
1105,Construction,Private,High Risk,,11.9,410,3.16,1.17,5.28,0.28,5.052619637687646,0.088,12.51,Distressed
1106,Manufacturing,Private,Speculative,,17.8,28,0.88,1.7,2.7,2.88,0.649146511067058,0.079,12.39,Healthy
1107,Retail,Private,Investment Grade,,4.7,330,0.69,0.53,9.09,-14.9,17.279586897504117,-0.083,10.26,Healthy
1108,Technology,Private,High Risk,,2.1,48,2.36,0.1,5.7,6.06,12.027284624230408,-0.062,15.16,Watch
1109,Manufacturing,Private,Speculative,,16.9,405,0.15,0.64,-6.19,7.67,-0.4224139506378721,-0.062,12.4,Healthy
1110,Energy,Private,Investment Grade,,1.5,172,1.89,3.02,3.05,9.83,16.900172109472727,0.479,15.92,Healthy
1111,Technology,Private,Investment Grade,,11.4,1009,0.48,2.17,-4.95,5.56,8.046624257211723,0.13,11.67,Healthy
1112,Retail,Private,Speculative,,6.8,143,2.27,2.12,1.54,6.5,7.659010213234381,0.151,14.77,Healthy
1113,Technology,Private,Investment Grade,,7.9,627,2.38,1.14,14.45,-4.41,-6.669940991043223,0.028,13.62,Healthy
1114,Manufacturing,Private,Speculative,,20.6,345,1.54,2.14,-0.12,13.21,10.533034178629395,0.296,14.14,Healthy
1115,Retail,Private,Speculative,,27.9,454,0.58,2.05,-3.14,8.8,14.924646381432607,0.263,12.05,Healthy
1116,Manufacturing,Private,Speculative,,17.4,32,1.08,1.27,1.74,-6.65,-4.68992002557782,0.037,14.29,Watch
1117,Manufacturing,Private,Speculative,,20.4,281,0.3,2.23,-0.88,-4.87,5.8855477564556775,0.411,13.16,Watch
1118,Technology,Public,Investment Grade,Yes,17.9,122,0.65,2.22,0.13,22.98,2.9795002299361535,0.185,13.22,Healthy
1119,Energy,Private,Speculative,,3.6,252,0.72,1.81,-2.11,-18.32,2.8183938760117577,0.131,9.04,Watch
1120,Construction,Private,Investment Grade,,22.7,127,0.53,1.91,3.9,11.63,12.345975381604497,0.192,13.44,Healthy
1121,Energy,Public,Speculative,No,29.3,372,0.34,0.49,-3.83,13.22,8.35051736597638,-0.065,12.24,Healthy
1122,Manufacturing,Private,Speculative,,9.2,277,2.11,1.8,9.55,10.53,6.508891808003917,0.044,12.32,Healthy
1123,Retail,Private,Investment Grade,,10.5,583,1.1,1.89,3.39,1.51,-0.18001338880822626,0.074,13.45,Distressed
1124,Manufacturing,Private,Investment Grade,,19.1,230,1.99,2.06,5.55,14.79,12.706099643197952,0.133,14.71,Healthy
1125,Construction,Private,Investment Grade,,5.9,110,2.11,2.06,-1.7,9.07,-5.165107883475818,0.172,6.81,Watch
1126,Construction,Public,High Risk,Yes,6.8,100,1.34,2.35,-1.2,10.12,4.413891399016977,0.355,14.31,Distressed
1127,Construction,Public,Investment Grade,No,8.1,187,2.43,1.58,3.64,22.39,8.44578597162855,0.087,16.13,Healthy
1128,Retail,Public,High Risk,Yes,6.5,298,1.42,1.23,7.15,8.96,0.9565948672919502,0.024,10.17,Healthy
1129,Manufacturing,Private,High Risk,,7.8,589,0.99,1.15,8.15,-3.07,20.093897926887173,0.053,13.4,Healthy
1130,Manufacturing,Private,Investment Grade,,7.2,308,3.09,0.77,3.24,9.64,-1.0648754014982398,-0.023,12.7,Watch
1131,Manufacturing,Private,High Risk,,9.7,777,1.81,1.0,0.19,7.45,-3.9769639318464556,-0.046,13.99,Distressed
1132,Technology,Private,Investment Grade,,11.9,973,1.87,1.38,-0.12,2.52,9.834623739467279,0.079,16.31,Healthy
1133,Energy,Private,Investment Grade,,14.0,376,2.24,0.22,4.91,14.0,-6.634460972946652,-0.068,15.41,Distressed
1134,Manufacturing,Private,High Risk,,24.1,262,1.04,1.16,6.74,-0.84,,0.047,10.35,Healthy
1135,Technology,Private,High Risk,,24.0,85,1.19,3.09,3.55,12.9,10.23439320695102,0.534,13.7,Healthy
1136,Manufacturing,Public,Speculative,No,21.6,1038,1.3,1.68,5.93,7.18,1.1565792313762104,0.166,14.07,Healthy
1137,Retail,Private,Investment Grade,,9.9,302,1.1,0.29,13.73,8.69,2.7582693646173646,-0.104,10.69,Watch
